Invoice ID,Customer ID,Gender,Product_Name,Category,Unit price,Quantity,Tax 5%,Total,Date,Payment_Method
571-94-0759,C-23-1-88,Female,Backpack,Sports_and_travel,74.6,10,37.3,783.3,3/1/2023,AYA Pay
783-09-1637,C-23-1-89,Female,Wall Clock,Home_and_lifestyle,67.43,5,16.8575,354.0075,13/1/2023,AYA Pay
477-24-6490,C-23-1-90,Female,Water Bottle,Sports_and_travel,99.71,6,29.913,628.173,24/1/2023,Cash
566-19-5475,C-23-1-91,Male,Bracelet,Fashion_accessories,47.97,7,16.7895,352.5795,10/1/2023,Cash
498-41-1961,C-23-1-92,Male,Chips,Food_and_beverages,66.68,5,16.67,350.07,28/1/2023,AYA Pay
283-79-9594,C-23-1-93,Female,USB Cable,Electronic_accessories,48.51,7,16.9785,356.5485,31/1/2023,AYA Pay
139-20-0155,C-23-1-94,Male,Shampoo,Health_and_beauty,40.3,10,20.15,423.15,25/1/2023,Cash
585-03-5943,C-23-1-95,Male,Sunscreen,Health_and_beauty,18.11,10,9.055,190.155,15/1/2023,AYA Pay
573-10-3877,C-23-1-96,Male,Picture Frame,Home_and_lifestyle,39.01,1,1.9505,40.9605,19/1/2023,CB Pay
396-90-2219,C-23-1-97,Female,Coffee,Food_and_beverages,14.96,8,5.984,125.664,23/1/2023,KBZ Pay
532-59-7201,C-23-1-98,Male,Charger,Electronic_accessories,79.93,6,23.979,503.559,3/1/2023,KBZ Pay
276-54-0879,C-23-1-99,Male,Earphones,Electronic_accessories,97.74,4,19.548,410.508,17/1/2023,KBZ Pay
730-61-8757,C-23-1-100,Male,Juice,Food_and_beverages,51.13,4,10.226,214.746,23/1/2023,Card
868-81-1752,C-23-1-101,Male,Power Bank,Electronic_accessories,22.02,9,9.909,208.089,12/1/2023,KBZ Pay
692-27-8933,C-23-1-102,Female,Sunglasses,Fashion_accessories,57.95,6,17.385,365.085,30/1/2023,AYA Pay
374-17-3652,C-23-1-103,Female,Bracelet,Fashion_accessories,42.82,9,19.269,404.649,30/1/2023,Cash
378-07-7001,C-23-1-104,Male,Charger,Electronic_accessories,48.09,3,7.2135,151.4835,6/1/2023,KBZ Pay
433-75-6987,C-23-1-105,Female,Picture Frame,Home_and_lifestyle,55.97,7,19.5895,411.3795,11/1/2023,Card
873-95-4984,C-23-1-106,Female,Chips,Food_and_beverages,76.9,7,26.915,565.215,29/1/2023,Cash
400-45-1220,C-23-1-107,Female,Charger,Electronic_accessories,13.5,10,6.75,141.75,24/1/2023,CB Pay
115-99-4379,C-23-1-108,Female,Phone Case,Electronic_accessories,54.73,7,19.1555,402.2655,12/1/2023,CB Pay
565-67-6697,C-23-1-109,Male,USB Cable,Electronic_accessories,27.0,9,12.15,255.15,20/1/2023,CB Pay
889-04-9723,C-23-1-110,Female,Chips,Food_and_beverages,89.14,4,17.828,374.388,27/1/2023,KBZ Pay
453-63-6187,C-23-1-111,Male,USB Cable,Electronic_accessories,27.5,3,4.125,86.625,12/1/2023,AYA Pay
578-80-7669,C-23-1-112,Male,Hat,Fashion_accessories,74.97,1,3.7485,78.7185,11/1/2023,KBZ Pay
201-86-2184,C-23-1-113,Female,Bracelet,Fashion_accessories,26.26,7,9.191,193.011,7/1/2023,Cash
261-12-8671,C-23-1-114,Female,USB Cable,Electronic_accessories,60.96,2,6.096,128.016,6/1/2023,Card
843-01-4703,C-23-1-115,Female,Phone Case,Electronic_accessories,35.38,9,15.921,334.341,21/1/2023,CB Pay
182-69-8360,C-23-1-116,Female,Chips,Food_and_beverages,23.65,4,4.73,99.33,31/1/2023,KBZ Pay
868-52-7573,C-23-1-117,Female,Tea,Food_and_beverages,99.69,5,24.9225,523.3725,5/1/2023,Wave Pay
525-88-7307,C-23-1-118,Male,Picture Frame,Home_and_lifestyle,75.82,1,3.791,79.611,10/1/2023,Card
596-42-3999,C-23-1-119,Male,Water Bottle,Sports_and_travel,18.22,7,6.377,133.917,29/1/2023,Cash
173-82-9529,C-23-1-120,Female,Wall Clock,Home_and_lifestyle,37.95,10,18.975,398.475,17/1/2023,AYA Pay
760-54-1821,C-23-1-121,Male,Cushion,Home_and_lifestyle,13.59,9,6.1155,128.4255,28/1/2023,Card
793-10-3222,C-23-1-122,Female,Earphones,Electronic_accessories,41.06,6,12.318,258.678,4/1/2023,Cash
346-12-3257,C-23-1-123,Male,Running Shoes,Sports_and_travel,19.24,9,8.658,181.818,25/1/2023,AYA Pay
831-64-0259,C-23-1-124,Female,Cookies,Food_and_beverages,39.75,5,9.9375,208.6875,22/1/2023,Card
725-32-9708,C-23-1-125,Female,Sunscreen,Health_and_beauty,68.71,4,13.742,288.582,8/1/2023,Wave Pay
244-08-0162,C-23-1-126,Female,Sunglasses,Fashion_accessories,34.21,10,17.105,359.205,31/1/2023,CB Pay
569-71-4390,C-23-1-127,Male,Picture Frame,Home_and_lifestyle,21.87,2,2.187,45.927,2/1/2023,KBZ Pay
268-03-6164,C-23-1-128,Male,USB Cable,Electronic_accessories,96.11,1,4.8055,100.9155,4/1/2023,Wave Pay
848-07-1692,C-23-1-129,Female,USB Cable,Electronic_accessories,57.22,2,5.722,120.162,20/1/2023,CB Pay
301-81-8610,C-23-1-130,Male,Running Shoes,Sports_and_travel,25.42,8,10.168,213.528,1/1/2023,AYA Pay
198-84-7132,C-23-1-131,Male,Water Bottle,Sports_and_travel,40.61,9,18.2745,383.7645,13/1/2023,AYA Pay
650-98-6268,C-23-1-132,Female,Scarf,Fashion_accessories,20.87,3,3.1305,65.7405,3/1/2023,Wave Pay
741-73-3559,C-23-1-133,Male,Lip Balm,Health_and_beauty,67.27,5,16.8175,353.1675,31/1/2023,Card
286-75-7818,C-23-1-134,Male,Lip Balm,Health_and_beauty,69.08,2,6.908,145.068,3/1/2023,AYA Pay
616-87-0016,C-23-1-135,Male,Gym Towel,Sports_and_travel,95.54,7,33.439,702.219,18/1/2023,Card
837-55-7229,C-23-1-136,Female,Juice,Food_and_beverages,47.44,1,2.372,49.812,26/1/2023,Cash
394-30-3170,C-23-1-137,Female,Tea,Food_and_beverages,88.43,8,35.372,742.812,19/1/2023,CB Pay
390-80-5128,C-23-1-138,Female,Table Lamp,Home_and_lifestyle,19.15,1,0.9575,20.1075,18/1/2023,CB Pay
296-11-7041,C-23-1-139,Female,Phone Case,Electronic_accessories,27.07,1,1.3535,28.4235,1/1/2023,Cash
449-27-2918,C-23-1-140,Female,Candles,Home_and_lifestyle,39.12,1,1.956,41.076,6/1/2023,Card
891-01-7034,C-23-1-141,Female,Picture Frame,Home_and_lifestyle,74.71,6,22.413,470.673,5/1/2023,Card
744-09-5786,C-23-1-142,Male,Scarf,Fashion_accessories,22.01,6,6.603,138.663,4/1/2023,CB Pay
767-54-1907,C-23-1-143,Female,Face Wash,Health_and_beauty,29.56,5,7.39,155.19,1/1/2023,KBZ Pay
710-46-4433,C-23-1-144,Female,Yoga Mat,Sports_and_travel,77.4,9,34.83,731.43,22/1/2023,Card
533-33-5337,C-23-1-145,Male,Candles,Home_and_lifestyle,79.39,10,39.695,833.595,17/1/2023,Wave Pay
234-03-4040,C-23-1-146,Female,Watch,Fashion_accessories,73.05,10,36.525,767.025,1/1/2023,CB Pay
554-53-3790,C-23-1-147,Male,Cushion,Home_and_lifestyle,37.02,6,11.106,233.226,29/1/2023,KBZ Pay
731-59-7531,C-23-1-148,Male,Hat,Fashion_accessories,72.57,8,29.028,609.588,10/1/2023,CB Pay
701-69-8742,C-23-1-149,Male,Shampoo,Health_and_beauty,34.37,10,17.185,360.885,17/1/2023,CB Pay
305-18-3552,C-23-1-150,Male,Candles,Home_and_lifestyle,60.38,10,30.19,633.99,3/1/2023,Card
438-01-4015,C-23-1-151,Female,Hat,Fashion_accessories,49.49,4,9.898,207.858,29/1/2023,CB Pay
709-58-4068,C-23-1-152,Female,Cushion,Home_and_lifestyle,41.09,10,20.545,431.445,7/1/2023,Cash
627-95-3243,C-23-1-153,Female,Yoga Mat,Sports_and_travel,77.68,9,34.956,734.076,16/1/2023,AYA Pay
686-41-0932,C-23-1-154,Female,Chips,Food_and_beverages,34.7,2,3.47,72.87,10/1/2023,Cash
608-04-3797,C-23-1-155,Female,Tea,Food_and_beverages,25.32,8,10.128,212.688,30/1/2023,AYA Pay
437-53-3084,C-23-1-156,Male,Scarf,Fashion_accessories,99.89,2,9.989,209.769,28/1/2023,KBZ Pay
632-32-4574,C-23-1-157,Male,Yoga Mat,Sports_and_travel,75.92,8,30.368,637.728,28/1/2023,CB Pay
401-18-8016,C-23-1-158,Female,Tea,Food_and_beverages,98.13,1,4.9065,103.0365,2/1/2023,CB Pay
277-63-2961,C-23-1-159,Male,Hat,Fashion_accessories,73.97,1,3.6985,77.6685,24/1/2023,CB Pay
282-35-2475,C-23-1-160,Female,Water Bottle,Sports_and_travel,93.31,2,9.331,195.951,11/1/2023,KBZ Pay
511-54-3087,C-23-1-161,Male,Cushion,Home_and_lifestyle,88.45,1,4.4225,92.8725,13/1/2023,Cash
387-49-4215,C-23-1-162,Female,Cushion,Home_and_lifestyle,48.5,3,7.275,152.775,11/1/2023,KBZ Pay
862-17-9201,C-23-1-163,Female,Phone Case,Electronic_accessories,84.05,6,25.215,529.515,25/1/2023,CB Pay
291-21-5991,C-23-1-164,Male,Cushion,Home_and_lifestyle,61.29,5,15.3225,321.7725,20/1/2023,KBZ Pay
347-72-6115,C-23-1-165,Female,Power Bank,Electronic_accessories,90.74,7,31.759,666.939,2/1/2023,KBZ Pay
425-85-2085,C-23-1-166,Male,Charger,Electronic_accessories,54.86,5,13.715,288.015,2/1/2023,AYA Pay
734-91-1155,C-23-1-167,Female,Wall Clock,Home_and_lifestyle,45.71,3,6.8565,143.9865,6/1/2023,Card
286-62-6248,C-23-1-168,Male,Earphones,Electronic_accessories,39.21,4,7.842,164.682,4/1/2023,AYA Pay
339-38-9982,C-23-1-169,Male,Earphones,Electronic_accessories,59.86,2,5.986,125.706,19/1/2023,KBZ Pay
827-44-5872,C-23-1-170,Female,Lip Balm,Health_and_beauty,54.36,10,27.18,570.78,19/1/2023,KBZ Pay
857-67-9057,C-23-1-171,Male,USB Cable,Electronic_accessories,22.95,10,11.475,240.975,14/1/2023,Cash
339-12-4827,C-23-1-172,Female,Sunscreen,Health_and_beauty,73.96,1,3.698,77.658,8/1/2023,KBZ Pay
173-50-1108,C-23-1-173,Female,Wall Clock,Home_and_lifestyle,20.18,4,4.036,84.756,1/1/2023,AYA Pay
841-18-8232,C-23-1-174,Female,Gym Towel,Sports_and_travel,71.2,1,3.56,74.76,13/1/2023,CB Pay
701-23-5550,C-23-1-175,Male,Running Shoes,Sports_and_travel,38.81,4,7.762,163.002,15/1/2023,CB Pay
539-21-7227,C-23-1-176,Female,Cookies,Food_and_beverages,51.54,5,12.885,270.585,27/1/2023,CB Pay
747-58-7183,C-23-1-177,Male,Scarf,Fashion_accessories,57.27,3,8.5905,180.4005,13/1/2023,Card
582-52-8065,C-23-1-178,Female,Sunscreen,Health_and_beauty,54.31,9,24.4395,513.2295,21/1/2023,AYA Pay
210-57-1719,C-23-1-179,Female,Phone Case,Electronic_accessories,58.24,9,26.208,550.368,10/1/2023,CB Pay
356-44-8813,C-23-1-180,Male,Cushion,Home_and_lifestyle,37.48,3,5.622,118.062,26/1/2023,Wave Pay
198-66-9832,C-23-1-181,Female,Phone Case,Electronic_accessories,72.04,2,7.204,151.284,21/1/2023,Cash
174-75-0888,C-23-1-182,Male,Power Bank,Electronic_accessories,21.58,9,9.711,203.931,21/1/2023,Cash
134-54-4720,C-23-1-183,Female,Table Lamp,Home_and_lifestyle,42.42,8,16.968,356.328,16/1/2023,Card
514-37-2845,C-23-1-184,Male,Cushion,Home_and_lifestyle,99.25,2,9.925,208.425,12/1/2023,KBZ Pay
241-11-2261,C-23-1-185,Female,Backpack,Sports_and_travel,79.86,7,27.951,586.971,2/1/2023,AYA Pay
834-83-1826,C-23-1-186,Female,Tea,Food_and_beverages,82.04,5,20.51,430.71,13/1/2023,Card
343-61-3544,C-23-1-187,Male,Sunscreen,Health_and_beauty,26.67,10,13.335,280.035,29/1/2023,KBZ Pay
355-34-6244,C-23-1-188,Male,Earphones,Electronic_accessories,72.39,2,7.239,152.019,18/1/2023,Wave Pay
339-96-8318,C-23-1-189,Male,Power Bank,Electronic_accessories,81.31,7,28.4585,597.6285,17/1/2023,Cash
458-61-0011,C-23-1-190,Male,Shampoo,Health_and_beauty,60.3,4,12.06,253.26,4/1/2023,Wave Pay
207-73-1363,C-23-1-191,Male,Juice,Food_and_beverages,69.51,2,6.951,145.971,4/1/2023,AYA Pay
359-90-3665,C-23-1-192,Female,Wall Clock,Home_and_lifestyle,18.08,4,3.616,75.936,5/1/2023,KBZ Pay
375-72-3056,C-23-1-193,Male,Sunscreen,Health_and_beauty,63.06,3,9.459,198.639,8/1/2023,KBZ Pay
585-11-6748,C-23-1-194,Male,Phone Case,Electronic_accessories,96.8,3,14.52,304.92,16/1/2023,KBZ Pay
470-31-3286,C-23-1-195,Male,Juice,Food_and_beverages,14.82,3,2.223,46.683,30/1/2023,CB Pay
642-30-6693,C-23-1-196,Female,Cushion,Home_and_lifestyle,54.51,6,16.353,343.413,31/1/2023,KBZ Pay
830-58-2383,C-23-1-197,Male,Cushion,Home_and_lifestyle,31.75,4,6.35,133.35,12/1/2023,Cash
349-97-8902,C-23-1-198,Male,Picture Frame,Home_and_lifestyle,57.89,2,5.789,121.569,20/1/2023,Card
789-23-8625,C-23-1-199,Male,Tea,Food_and_beverages,93.22,3,13.983,293.643,3/1/2023,AYA Pay
327-40-9673,C-23-1-200,Male,Wall Clock,Home_and_lifestyle,72.6,6,21.78,457.38,1/1/2023,Cash
670-79-6321,C-23-1-201,Female,Sunscreen,Health_and_beauty,94.59,7,33.1065,695.2365,10/1/2023,CB Pay
852-62-7105,C-23-1-202,Female,Wall Clock,Home_and_lifestyle,83.25,10,41.625,874.125,5/1/2023,KBZ Pay
598-06-7312,C-23-1-203,Male,Bracelet,Fashion_accessories,91.35,1,4.5675,95.9175,1/1/2023,CB Pay
135-13-8269,C-23-1-204,Female,Picture Frame,Home_and_lifestyle,78.88,2,7.888,165.648,2/1/2023,CB Pay
628-90-8624,C-23-1-205,Male,Juice,Food_and_beverages,82.58,10,41.29,867.09,3/1/2023,AYA Pay
420-04-7590,C-23-1-206,Male,Bracelet,Fashion_accessories,99.7,3,14.955,314.055,28/1/2023,Card
182-88-2763,C-23-1-207,Male,Body Lotion,Health_and_beauty,79.91,3,11.9865,251.7165,23/1/2023,KBZ Pay
188-55-0967,C-23-1-208,Male,Bracelet,Fashion_accessories,66.47,10,33.235,697.935,19/1/2023,KBZ Pay
364-33-8584,C-23-1-209,Female,Face Wash,Health_and_beauty,17.63,5,4.4075,92.5575,23/1/2023,Card
665-63-9737,C-23-1-210,Male,USB Cable,Electronic_accessories,52.42,3,7.863,165.123,20/1/2023,AYA Pay
695-09-5146,C-23-1-211,Female,Table Lamp,Home_and_lifestyle,98.79,3,14.8185,311.1885,31/1/2023,CB Pay
794-32-2436,C-23-1-212,Male,Coffee,Food_and_beverages,55.67,2,5.567,116.907,12/1/2023,Cash
574-31-8277,C-23-1-213,Male,Body Lotion,Health_and_beauty,33.63,1,1.6815,35.3115,8/1/2023,AYA Pay
369-82-2676,C-23-1-214,Male,Bracelet,Fashion_accessories,75.66,5,18.915,397.215,7/1/2023,Wave Pay
563-47-4072,C-23-1-215,Female,Running Shoes,Sports_and_travel,55.81,6,16.743,351.603,12/1/2023,Card
149-15-7606,C-23-1-216,Male,Sunscreen,Health_and_beauty,37.32,9,16.794,352.674,26/1/2023,CB Pay
133-77-3154,C-23-1-217,Male,Tea,Food_and_beverages,60.18,4,12.036,252.756,19/1/2023,CB Pay
322-02-2271,C-23-1-218,Female,Coffee,Food_and_beverages,42.97,3,6.4455,135.3555,17/1/2023,Card
725-67-2480,C-23-1-219,Female,Sunscreen,Health_and_beauty,58.75,6,17.625,370.125,10/1/2023,Cash
779-42-2410,C-23-1-220,Male,Table Lamp,Home_and_lifestyle,57.74,3,8.661,181.881,5/1/2023,KBZ Pay
190-14-3147,C-23-1-221,Female,Power Bank,Electronic_accessories,17.97,4,3.594,75.474,22/1/2023,AYA Pay
679-22-6530,C-23-1-222,Female,Gym Towel,Sports_and_travel,40.62,2,4.062,85.302,26/1/2023,CB Pay
642-61-4706,C-23-1-223,Male,Table Lamp,Home_and_lifestyle,93.4,2,9.34,196.14,22/1/2023,Wave Pay
576-31-4774,C-23-1-224,Female,Candles,Home_and_lifestyle,73.41,3,11.0115,231.2415,23/1/2023,Cash
242-11-3142,C-23-1-225,Male,USB Cable,Electronic_accessories,83.77,2,8.377,175.917,2/1/2023,KBZ Pay
752-23-3760,C-23-1-226,Female,Table Lamp,Home_and_lifestyle,64.08,7,22.428,470.988,30/1/2023,AYA Pay
528-87-5606,C-23-1-227,Female,Backpack,Sports_and_travel,39.48,1,1.974,41.454,30/1/2023,Card
320-85-2052,C-23-1-228,Female,Picture Frame,Home_and_lifestyle,34.81,1,1.7405,36.5505,1/1/2023,AYA Pay
510-79-0415,C-23-1-229,Female,Running Shoes,Sports_and_travel,23.08,6,6.924,145.404,20/1/2023,AYA Pay
241-96-5076,C-23-1-230,Female,Charger,Electronic_accessories,49.1,2,4.91,103.11,1/1/2023,Cash
767-97-4650,C-23-1-231,Female,Face Wash,Health_and_beauty,64.83,2,6.483,136.143,31/1/2023,Card
826-58-8051,C-23-1-232,Male,Bracelet,Fashion_accessories,62.19,4,12.438,261.198,17/1/2023,AYA Pay
176-64-7711,C-23-1-233,Male,Water Bottle,Sports_and_travel,32.32,3,4.848,101.808,21/1/2023,KBZ Pay
191-29-0321,C-23-1-234,Female,Cushion,Home_and_lifestyle,19.77,10,9.885,207.585,15/1/2023,Cash
729-06-2010,C-23-1-235,Male,Cookies,Food_and_beverages,80.47,9,36.2115,760.4415,24/1/2023,Cash
640-48-5028,C-23-1-236,Female,Body Lotion,Health_and_beauty,88.39,9,39.7755,835.2855,9/1/2023,Card
186-79-9562,C-23-1-237,Male,Backpack,Sports_and_travel,71.77,7,25.1195,527.5095,31/1/2023,KBZ Pay
834-45-5519,C-23-1-238,Female,Sunglasses,Fashion_accessories,43.0,4,8.6,180.6,25/1/2023,AYA Pay
821-14-9046,C-23-1-239,Female,Coffee,Food_and_beverages,17.48,6,5.244,110.124,20/1/2023,AYA Pay
418-05-0656,C-23-1-240,Female,Lip Balm,Health_and_beauty,25.56,7,8.946,187.866,26/1/2023,KBZ Pay
776-68-1096,C-23-1-241,Male,Cookies,Food_and_beverages,44.12,3,6.618,138.978,4/1/2023,Wave Pay
434-35-9162,C-23-1-242,Male,Tea,Food_and_beverages,23.34,4,4.668,98.028,11/1/2023,Wave Pay
174-64-0215,C-23-1-243,Male,Tea,Food_and_beverages,69.74,10,34.87,732.27,16/1/2023,CB Pay
299-29-0180,C-23-1-244,Female,Chips,Food_and_beverages,52.18,7,18.263,383.523,27/1/2023,Wave Pay
438-23-1242,C-23-1-245,Male,Lip Balm,Health_and_beauty,75.88,7,26.558,557.718,1/1/2023,Wave Pay
238-45-6950,C-23-1-246,Male,Earphones,Electronic_accessories,53.72,1,2.686,56.406,23/1/2023,AYA Pay
197-77-7132,C-23-1-247,Male,Sunglasses,Fashion_accessories,91.56,8,36.624,769.104,23/1/2023,AYA Pay
457-13-1708,C-23-1-248,Male,Water Bottle,Sports_and_travel,65.23,10,32.615,684.915,16/1/2023,AYA Pay
487-79-6868,C-23-1-249,Female,Table Lamp,Home_and_lifestyle,12.29,9,5.5305,116.1405,17/1/2023,Card
210-30-7976,C-23-1-250,Female,Gym Towel,Sports_and_travel,22.32,4,4.464,93.744,1/1/2023,Card
775-72-1988,C-23-1-251,Male,Gym Towel,Sports_and_travel,73.28,5,18.32,384.72,1/1/2023,KBZ Pay
785-96-0615,C-23-1-252,Female,Earphones,Electronic_accessories,35.74,8,14.296,300.216,16/1/2023,AYA Pay
842-40-8179,C-23-1-253,Female,Picture Frame,Home_and_lifestyle,77.2,10,38.6,810.6,24/1/2023,CB Pay
525-09-8450,C-23-1-254,Male,Gym Towel,Sports_and_travel,72.13,10,36.065,757.365,23/1/2023,Cash
593-14-4239,C-23-1-255,Female,Running Shoes,Sports_and_travel,95.46,8,38.184,801.864,9/1/2023,Card
388-76-2555,C-23-1-256,Male,Yoga Mat,Sports_and_travel,13.69,6,4.107,86.247,2/1/2023,Cash
711-31-1234,C-23-1-257,Female,Cushion,Home_and_lifestyle,95.64,4,19.128,401.688,19/1/2023,Cash
707-32-7409,C-23-1-258,Female,Table Lamp,Home_and_lifestyle,95.54,4,19.108,401.268,24/1/2023,Cash
120-54-2248,C-23-1-259,Female,Bracelet,Fashion_accessories,28.86,5,7.215,151.515,31/1/2023,Card
875-31-8302,C-23-1-260,Male,Watch,Fashion_accessories,93.38,1,4.669,98.049,6/1/2023,AYA Pay
457-94-0464,C-23-1-261,Male,Body Lotion,Health_and_beauty,87.87,9,39.5415,830.3715,13/1/2023,Wave Pay
744-16-7898,C-23-1-262,Female,Table Lamp,Home_and_lifestyle,97.37,10,48.685,1022.385,23/1/2023,Wave Pay
605-83-1050,C-23-1-263,Male,Picture Frame,Home_and_lifestyle,27.18,2,2.718,57.078,27/1/2023,CB Pay
359-94-5395,C-23-1-264,Male,Face Wash,Health_and_beauty,92.78,1,4.639,97.419,8/1/2023,Cash
751-15-6198,C-23-1-265,Male,Chips,Food_and_beverages,23.01,6,6.903,144.963,15/1/2023,Card
831-81-6575,C-23-1-266,Female,Chips,Food_and_beverages,75.59,9,34.0155,714.3255,13/1/2023,Wave Pay
559-61-5987,C-23-1-267,Female,Juice,Food_and_beverages,17.75,1,0.8875,18.6375,29/1/2023,Card
565-91-4567,C-23-1-268,Male,Lip Balm,Health_and_beauty,10.75,8,4.3,90.3,18/1/2023,Wave Pay
499-27-7781,C-23-1-269,Female,Face Wash,Health_and_beauty,53.21,8,21.284,446.964,17/1/2023,Cash
869-11-3082,C-23-1-270,Male,Watch,Fashion_accessories,96.16,4,19.232,403.872,30/1/2023,Cash
190-59-3964,C-23-1-271,Male,Sunscreen,Health_and_beauty,47.16,5,11.79,247.59,17/1/2023,AYA Pay
366-43-6862,C-23-1-272,Male,Chips,Food_and_beverages,52.89,4,10.578,222.138,29/1/2023,Wave Pay
109-86-4363,C-23-1-273,Female,Coffee,Food_and_beverages,60.08,7,21.028,441.588,5/1/2023,CB Pay
222-42-0244,C-23-1-274,Female,Hat,Fashion_accessories,72.11,9,32.4495,681.4395,11/1/2023,Wave Pay
636-17-0325,C-23-1-275,Male,Gym Towel,Sports_and_travel,62.57,4,12.514,262.794,30/1/2023,AYA Pay
343-75-9322,C-23-1-276,Female,Scarf,Fashion_accessories,11.85,8,4.74,99.54,7/1/2023,KBZ Pay
427-45-9297,C-23-1-277,Female,Chips,Food_and_beverages,40.73,7,14.2555,299.3655,31/1/2023,AYA Pay
670-71-7306,C-23-1-278,Male,Running Shoes,Sports_and_travel,44.63,6,13.389,281.169,8/1/2023,Card
291-59-1384,C-23-1-279,Male,Bracelet,Fashion_accessories,60.3,1,3.015,63.315,19/1/2023,KBZ Pay
866-70-2814,C-23-1-280,Female,Phone Case,Electronic_accessories,52.79,10,26.395,554.295,19/1/2023,CB Pay
895-03-6665,C-23-1-281,Female,Cushion,Home_and_lifestyle,36.51,9,16.4295,345.0195,9/1/2023,Wave Pay
770-42-8960,C-23-1-282,Male,Running Shoes,Sports_and_travel,21.12,8,8.448,177.408,26/1/2023,Card
234-36-2483,C-23-1-283,Male,Yoga Mat,Sports_and_travel,57.59,6,17.277,362.817,2/1/2023,Card
152-03-4217,C-23-1-284,Female,Hat,Fashion_accessories,11.28,9,5.076,106.596,27/1/2023,CB Pay
533-66-5566,C-23-1-285,Female,Sunglasses,Fashion_accessories,51.07,7,17.8745,375.3645,30/1/2023,KBZ Pay
361-59-0574,C-23-1-286,Male,Coffee,Food_and_beverages,90.53,8,36.212,760.452,8/1/2023,Card
544-55-9589,C-23-1-287,Female,Tea,Food_and_beverages,21.43,10,10.715,225.015,25/1/2023,Card
608-05-3804,C-23-1-288,Male,Shampoo,Health_and_beauty,39.75,1,1.9875,41.7375,24/1/2023,Card
761-49-0439,C-23-1-289,Female,Chips,Food_and_beverages,12.1,8,4.84,101.64,31/1/2023,CB Pay
490-95-0021,C-23-1-290,Female,Charger,Electronic_accessories,33.21,10,16.605,348.705,11/1/2023,CB Pay
311-13-6971,C-23-1-291,Male,Gym Towel,Sports_and_travel,31.99,10,15.995,335.895,29/1/2023,Wave Pay
114-35-5271,C-23-1-292,Female,Phone Case,Electronic_accessories,57.91,8,23.164,486.444,31/1/2023,CB Pay
715-20-1673,C-23-1-293,Male,Coffee,Food_and_beverages,28.38,5,7.095,148.995,15/1/2023,Wave Pay
811-35-1094,C-23-1-294,Male,Chips,Food_and_beverages,50.45,6,15.135,317.835,30/1/2023,Wave Pay
699-88-1972,C-23-1-295,Male,Bracelet,Fashion_accessories,99.16,8,39.664,832.944,13/1/2023,AYA Pay
509-10-0516,C-23-1-296,Male,Sunglasses,Fashion_accessories,45.97,4,9.194,193.074,19/1/2023,Cash
851-98-3555,C-23-1-297,Female,Juice,Food_and_beverages,82.88,5,20.72,435.12,23/1/2023,CB Pay
624-01-8356,C-23-1-298,Female,Charger,Electronic_accessories,49.01,10,24.505,514.605,21/1/2023,Cash
313-66-9943,C-23-1-299,Female,Table Lamp,Home_and_lifestyle,29.15,3,4.3725,91.8225,5/1/2023,Card
777-67-2495,C-23-1-300,Male,USB Cable,Electronic_accessories,68.97,3,10.3455,217.2555,5/1/2023,Wave Pay
636-98-3364,C-23-1-301,Female,Running Shoes,Sports_and_travel,26.26,3,3.939,82.719,20/1/2023,Wave Pay
181-82-6255,C-23-1-302,Female,Earphones,Electronic_accessories,16.37,6,4.911,103.131,8/1/2023,KBZ Pay
226-34-0034,C-23-1-303,Female,Backpack,Sports_and_travel,13.78,4,2.756,57.876,28/1/2023,CB Pay
321-49-7382,C-23-1-304,Male,Bracelet,Fashion_accessories,88.31,1,4.4155,92.7255,30/1/2023,AYA Pay
431-66-2305,C-23-1-305,Female,Gym Towel,Sports_and_travel,88.25,9,39.7125,833.9625,15/1/2023,Card
825-94-5922,C-23-1-306,Male,Sunglasses,Fashion_accessories,25.31,2,2.531,53.151,16/1/2023,AYA Pay
641-62-7288,C-23-1-307,Male,Gym Towel,Sports_and_travel,99.92,6,29.976,629.496,15/1/2023,CB Pay
501-61-1753,C-23-1-308,Female,Running Shoes,Sports_and_travel,63.15,6,18.945,397.845,17/1/2023,Card
676-10-2200,C-23-1-309,Male,Cushion,Home_and_lifestyle,53.78,1,2.689,56.469,24/1/2023,Card
365-16-4334,C-23-1-310,Female,Candles,Home_and_lifestyle,26.43,8,10.572,222.012,24/1/2023,Cash
503-21-4385,C-23-1-311,Male,Water Bottle,Sports_and_travel,39.91,3,5.9865,125.7165,12/1/2023,Wave Pay
305-89-2768,C-23-1-312,Female,Sunscreen,Health_and_beauty,21.9,3,3.285,68.985,6/1/2023,KBZ Pay
574-80-1489,C-23-1-313,Female,Earphones,Electronic_accessories,62.85,4,12.57,263.97,16/1/2023,CB Pay
200-40-6154,C-23-1-314,Male,Cookies,Food_and_beverages,65.91,6,19.773,415.233,30/1/2023,Wave Pay
430-02-3888,C-23-1-315,Male,Running Shoes,Sports_and_travel,46.02,6,13.806,289.926,27/1/2023,Cash
794-42-3736,C-23-1-316,Male,Face Wash,Health_and_beauty,33.33,2,3.333,69.993,2/1/2023,Wave Pay
172-42-8274,C-23-1-317,Female,Chips,Food_and_beverages,38.27,2,3.827,80.367,5/1/2023,KBZ Pay
